id,name,symbol,rank,price_usd,price_btc,24h_volume_usd,market_cap_usd,available_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d,last_updated,__extra_
binance-coin,Binance Coin,BNB,26,9.42609,0.00089539,44865300.0,933314875.0,99014000.0,197192382.0,,-0.31,-5.01,-12.08,1520414052,
steem,Steem,STEEM,27,3.04473,0.00028922,5532870.0,764508839.0,251092491.0,268066585.0,,-0.32,-10.83,-10.51,1520414046,
bytecoin-bcn,Bytecoin,BCN,28,0.00387601,0.00000037,3855180.0,712285942.0,183767828659,183767828659,184470000000,0.19,-7.05,-22.37,1520414042,
populous,Populous,PPT,29,18.8643,0.00179193,2188340.0,698055065.0,37004027.0,53252246.0,53252246.0,-1.01,-9.4,-9.83,1520414051,
stratis,Stratis,STRAT,30,7.01219,0.00066609,10468600.0,692573792.0,98767117.0,98767117.0,,-1.31,-10.99,-8.87,1520414047,
verge,Verge,XVG,31,0.0470903,0.00000447,14598300.0,691223972.0,14678691195.0,14678691195.0,16555000000.0,-1.23,-11.45,-19.01,1520414043,
waves,Waves,WAVES,32,5.95615,0.00056578,24772400.0,595615000.0,100000000.0,100000000.0,,0.1,-8.68,-9.64,1520414046,
rchain,RChain,RHOC,33,1.61938,0.00015383,991032.0,582020188.0,359409272.0,870663574.0,1000000000.0,-0.1,-6.61,-12.89,1520414053,
status,Status,SNT,34,0.16369,0.00001555,48032300.0,568083491.0,3470483788.0,6804870174.0,,-1.16,-10.75,-3.86,1520414051,
maker,Maker,MKR,35,910.687,0.0865064,550057.0,563011993.0,618228.0,1000000.0,,-0.65,-5.48,-13.09,1520414049,
waltonchain,Waltonchain,WTC,36,22.0147,0.00209118,97209400.0,548125919.0,24898178.0,70000000.0,100000000.0,-1.07,5.18,0.02,1520414053,
siacoin,Siacoin,SC,37,0.0165519,0.00000157,8840680.0,545210885.0,32939474295.0,32939474295.0,,0.54,-14.99,-21.52,1520414044,
dogecoin,Dogecoin,DOGE,38,0.00442431,0.00000042,15759000.0,502109178.0,113488697114,113488697114,,-0.27,-11.34,-28.73,1520414041,
bitshares,BitShares,BTS,39,0.189625,0.00001801,25231800.0,494940212.0,2610100000.0,2610100000.0,3600570502.0,0.97,-11.29,-14.31,1520414042,
decred,Decred,DCR,40,70.8977,0.0067346,1155150.0,488208941.0,6886104.0,7306104.0,21000000.0,-1.28,-10.3,-8.24,1520414046,
aeternity,Aeternity,AE,41,2.0589,0.00019558,3228130.0,479765850.0,233020472.0,273685830.0,,0.46,-8.88,-16.05,1520414050,
augur,Augur,REP,42,42.2087,0.00400942,1629850.0,464295700.0,11000000.0,11000000.0,,-0.55,-8.05,-12.13,1520414045,
veritaseum,Veritaseum,VERI,43,197.364,0.0187477,674819.0,401960491.0,2036645.0,100000000.0,,0.28,0.2,-16.0,1520414050,
electroneum,Electroneum,ETN,44,0.0622019,0.00000591,2339400.0,395148762.0,6352679940.0,6352679940.0,21000000000.0,-0.7,-12.51,-18.76,1520414055,
0x,0x,ZRX,45,0.764055,0.00007258,7050660.0,394859335.0,516794387.0,1000000000.0,,-1.54,-12.29,-21.65,1520414052,
bytom,Bytom,BTM,46,0.393377,0.00003737,16381600.0,388263099.0,987000000.0,1407000000.0,,0.64,-8.86,12.69,1520414052,
komodo,Komodo,KMD,47,3.72095,0.00035345,1434470.0,386431985.0,103853044.0,103853044.0,,-0.04,-12.91,-1.63,1520414048,
ark,Ark,ARK,48,3.64657,0.00034639,3141270.0,368571513.0,101073478.0,132323478.0,,0.57,-10.26,-1.42,1520414049,
ardor,Ardor,ARDR,49,0.366099,0.00003478,2606890.0,365732716.0,998999495.0,998999495.0,998999495.0,-0.32,-8.21,-10.2,1520414046,
dragonchain,Dragonchain,DRGN,50,1.40344,0.00013331,2626270.0,334610887.0,238421940.0,433494437.0,,1.94,-11.58,5.86,1520414056,
cryptonex,Cryptonex,CNX,51,7.37294,0.00070036,200101.0,332898340.0,45151370.0,106588995.0,210000000.0,-0.13,-5.97,-3.3,1520414054,
syscoin,Syscoin,SYS,52,0.617344,0.00005864,1702150.0,328069005.0,531420091.0,531420091.0,888000000.0,-0.36,-7.97,-4.92,1520414043,
basic-attention-token,Basic Attention Token,BAT,53,0.327939,0.00003115,3389980.0,327939000.0,1000000000.0,1500000000.0,,-0.18,-11.1,-8.93,1520414050,
hshare,Hshare,HSR,54,7.58085,0.00072011,28185300.0,323758759.0,42707448.0,42707448.0,84000000.0,-0.84,-13.88,-23.31,1520414053,
golem-network-tokens,Golem,GNT,55,0.386138,0.00003668,7026060.0,322140260.0,834262000.0,1000000000.0,,-1.9,-16.07,7.85,1520414048,
gas,Gas,GAS,56,32.5565,0.00309256,4606220.0,321203949.0,9866047.0,15967576.0,100000000.0,0.27,-1.72,-20.21,1520414051,
ethos,Ethos,ETHOS,57,4.16066,0.00039522,3344550.0,315411185.0,75807969.0,222295208.0,,0.25,-5.29,2.33,1520414051,
digibyte,DigiByte,DGB,58,0.0313044,0.00000297,3533130.0,311095241.0,9937748076.0,9937748076.0,21000000000.0,0.99,-6.98,-11.16,1520414041,
kucoin-shares,KuCoin Shares,KCS,59,3.3118,0.00031459,1152970.0,301516459.0,91043076.0,181043076.0,,-0.66,-10.06,-23.72,1520414054,
pivx,PIVX,PIVX,60,5.41078,0.00051397,2300980.0,301442970.0,55711555.0,55711555.0,,0.39,-7.34,-3.45,1520414046,
zilliqa,Zilliqa,ZIL,61,0.0456563,0.00000434,15597100.0,300454717.0,6580794255.0,12600000000.0,,-0.88,-11.57,-10.07,1520414059,
aion,Aion,AION,62,2.85052,0.00027077,2682690.0,274089764.0,96154303.0,465934587.0,,-0.18,-9.5,-2.09,1520414054,
monacoin,MonaCoin,MONA,63,4.71944,0.0004483,3155440.0,273226315.0,57893800.0,57893800.0,,-2.19,-10.71,-15.83,1520414041,
factom,Factom,FCT,64,29.8952,0.00283975,1607250.0,261436573.0,8745102.0,8745102.0,,-0.76,-9.83,-11.86,1520414045,
aelf,aelf,ELF,65,1.04571,0.00009933,16293400.0,261427500.0,250000000.0,280000000.0,1000000000.0,-1.52,-9.23,-10.12,1520414057,
byteball,Byteball Bytes,GBYTE,66,402.403,0.0382244,817282.0,259639290.0,645222.0,1000000.0,,-0.87,-9.2,-1.97,1520414048,
particl,Particl,PART,67,29.0353,0.00275807,565159.0,258193539.0,8892401.0,8892401.0,,1.51,-5.35,33.82,1520414051,
loopring,Loopring,LRC,68,0.453236,0.00004305,2960820.0,257556634.0,568261642.0,1374956262.0,,0.62,-12.41,-23.54,1520414052,
qash,QASH,QASH,69,0.732669,0.00006960,4295060.0,256434150.0,350000000.0,1000000000.0,,-0.93,-8.83,-11.76,1520414056,
funfair,FunFair,FUN,70,0.0531978,0.00000505,2221330.0,244979842.0,4605074689.0,10999873621.0,,-0.14,-13.77,3.47,1520414051,
nebulas-token,Nebulas,NAS,71,6.68912,0.0006354,7652940.0,237463760.0,35500000.0,100000000.0,100000000.0,0.29,-11.58,-20.61,1520414052,
kyber-network,Kyber Network,KNC,72,1.71851,0.00016324,6142350.0,230508381.0,134132697.0,215625349.0,,-0.08,-11.26,-11.13,1520414053,
revain,Revain,R,73,1.21323,0.00011524,6096180.0,223780274.0,184450000.0,484450000.0,484450000.0,-1.44,-12.78,-49.1,1520414055,
reddcoin,ReddCoin,RDD,74,0.00747847,0.00000071,5592300.0,215186631.0,28774151777.0,28774151777.0,,-0.77,-11.89,-16.2,1520414041,
iconomi,Iconomi,ICN,75,2.11199,0.00020062,22008300.0,210640773.0,99735687.0,99735687.0,,-1.3,25.26,46.09,1520414047,
kin,Kin,KIN,76,0.000276641,0.00000003,275543.0,209167585.0,756097560976,10000000000000,,0.18,-2.72,-6.62,1520414053,
salt,SALT,SALT,77,3.82439,0.00036328,4023880.0,207379825.0,54225596.0,120000000.0,,3.91,-6.57,-8.35,1520414054,
gxshares,GXShares,GXS,78,3.43719,0.0003265,5726890.0,206231400.0,60000000.0,100000000.0,100000000.0,-1.22,-7.76,-16.76,1520414050,
nexus,Nexus,NXS,79,3.66139,0.0003478,56597500.0,205042781.0,56001349.0,56001349.0,,1.89,12.67,107.32,1520414043,
zcoin,ZCoin,XZC,80,48.1619,0.00457491,4219500.0,204914523.0,4254702.0,4254702.0,21400000.0,0.58,-4.14,-7.92,1520414047,
iostoken,IOStoken,IOST,81,0.0289382,0.00000275,33743500.0,196609312.0,6794109922.0,21000000000.0,,-0.71,-14.79,-18.66,1520414058,
dent,Dent,DENT,82,0.01837,0.00000174,2379040.0,194993159.0,10614760961.0,100000000000,,1.28,-10.81,-28.68,1520414052,
chainlink,ChainLink,LINK,83,0.544647,0.00005174,3643870.0,190626450.0,350000000.0,1000000000.0,,0.5,-5.28,-23.47,1520414054,
neblio,Neblio,NEBL,84,14.7057,0.0013969,6633280.0,189424679.0,12881038.0,13631617.0,,-0.7,-12.76,-13.02,1520414053,
blocknet,Blocknet,BLOCK,85,37.0208,0.00351662,1723380.0,186722821.0,5043727.0,5043727.0,,-0.4,-9.19,10.5,1520414043,
power-ledger,Power Ledger,POWR,86,0.502314,0.00004771,3926130.0,182808462.0,363932644.0,1000000000.0,,0.34,-10.46,-14.47,1520414055,
dentacoin,Dentacoin,DCN,87,0.000554759,0.00000005,147669.0,180422391.0,325226613094,1963173416169,8000000000000,-0.94,-8.08,-25.1,1520414052,
polymath-network,Polymath,POLY,88,0.751732,0.00007141,1188940.0,180415492.0,239999750.0,1000000000.0,,-2.66,-7.68,-35.89,1520414059,
bancor,Bancor,BNT,89,4.52148,0.0004295,6129070.0,178001816.0,39368042.0,74621946.0,,-0.6,-6.5,-10.53,1520414050,
nxt,Nxt,NXT,90,0.177424,0.00001685,3420740.0,177246566.0,998999942.0,998999942.0,1000000000.0,0.04,-7.47,-13.79,1520414040,
tenx,TenX,PAY,91,1.62451,0.00015431,2442200.0,170023345.0,104661310.0,205218256.0,,0.11,-7.57,2.55,1520414050,
request-network,Request Network,REQ,92,0.257723,0.00002448,2575440.0,165366802.0,641645496.0,999999999.0,,0.4,-9.84,-13.2,1520414054,
maidsafecoin,MaidSafeCoin,MAID,93,0.360992,0.00003429,2747110.0,163367800.0,452552412.0,452552412.0,,-0.59,-6.04,-4.16,1520414042,
cindicator,Cindicator,CND,94,0.11246,0.00001068,2157510.0,162614527.0,1445976590.0,2000000005.0,,-0.62,-9.21,-14.88,1520414054,
enigma-project,Enigma,ENG,95,2.15214,0.00020443,5031560.0,161057917.0,74836171.0,150000000.0,,0.1,-13.93,-18.53,1520414054,
smartcash,SmartCash,SMART,96,0.207291,0.00001969,131399.0,159375958.0,768851314.0,1369895593.0,5000000000.0,-0.61,-9.14,-1.59,1520414051,
emercoin,Emercoin,EMC,97,3.74234,0.00035549,802576.0,155130060.0,41452690.0,41452690.0,,-2.15,-11.32,-1.3,1520414043,
singularitynet,SingularityNET,AGI,98,0.320205,0.00003042,402279.0,147768139.0,461479799.0,1000000000.0,,-0.48,-9.99,-7.04,1520414058,
pillar,Pillar,PLR,99,0.646801,0.00006144,324851.0,147072716.0,227384800.0,800000000.0,,-6.65,-15.13,-24.38,1520414052,
gnosis-gno,Gnosis,GNO,100,129.378,0.0122897,493539.0,142909645.0,1104590.0,10000000.0,,0.29,-5.91,-2.55,1520414050,
sirin-labs-token,SIRIN LABS Token,SRN,101,0.615317,0.00005845,13943200.0,141066363.0,229258029.0,573145073.0,,0.15,-13.57,-1.34,1520414057,
storj,Storj,STORJ,102,1.02374,0.00009725,6702750.0,136593014.0,133425493.0,424999998.0,,-0.77,-4.74,11.25,1520414051,
gamecredits,GameCredits,GAME,103,2.117,0.00020109,1582090.0,136240280.0,64355352.0,64355352.0,84000000.0,0.05,-6.55,0.89,1520414043,
vertcoin,Vertcoin,VTC,104,3.12921,0.00029725,3895950.0,135266987.0,43227200.0,43227200.0,84000000.0,-1.17,-11.58,-21.41,1520414041,
genesis-vision,Genesis Vision,GVT,105,35.7411,0.00339506,9891870.0,133199249.0,3726781.0,4436644.0,,-1.32,4.32,38.37,1520414055,
bitcore,Bitcore,BTX,106,10.7891,0.00102486,1279290.0,129912484.0,12041086.0,16840519.0,21000000.0,-0.21,-8.8,-45.75,1520414050,
bitcoindark,BitcoinDark,BTCD,107,98.5547,0.00936175,81860.0,127023426.0,1288862.0,1288862.0,,-0.1,-9.37,-5.19,1520414042,
enjin-coin,Enjin Coin,ENJ,108,0.163477,0.00001553,4199000.0,123620087.0,756192535.0,1000000000.0,,-0.58,-4.74,-11.23,1520414055,
quantstamp,Quantstamp,QSP,109,0.199827,0.00001898,2900260.0,123356039.0,617314171.0,976442388.0,,-0.9,-10.63,-23.54,1520414056,
wax,WAX,WAX,110,0.248877,0.00002364,5180270.0,122685046.0,492954537.0,1850000000.0,,-0.92,-17.04,-17.2,1520414057,
aragon,Aragon,ANT,111,4.55481,0.00043266,3281440.0,121613503.0,26700017.0,39609524.0,,-1.06,-10.3,19.74,1520414050,
raiden-network-token,Raiden Network Token,RDN,112,2.39918,0.0002279,4266640.0,120364308.0,50168936.0,100000000.0,,-0.29,-8.31,-20.48,1520414055,
santiment,Santiment Network Token,SAN,113,1.84623,0.00017537,2379960.0,115685457.0,62660371.0,83337000.0,,1.22,-8.37,-19.12,1520414051,
metal,Metal,MTL,114,5.17676,0.00049174,13746100.0,115143899.0,22242464.0,66588888.0,,-2.37,-10.33,13.42,1520414051,
ignis,Ignis,IGNIS,115,0.145828,0.00001385,4247250.0,110996100.0,761143950.0,999449694.0,999449694.0,1.2,-10.8,-19.8,1520414056,
monaco,Monaco,MCO,116,8.29134,0.0007876,4221140.0,109491640.0,13205542.0,31587682.0,,-0.81,-6.17,3.03,1520414051,
ubiq,Ubiq,UBQ,117,2.71742,0.00025813,580819.0,108361636.0,39876661.0,39876661.0,,-0.2,-12.72,9.32,1520414043,
decentraland,Decentraland,MANA,118,0.102535,0.00000974,6453140.0,107676260.0,1050141509.0,2644403343.0,,-1.01,-6.79,-7.6,1520414053,
theta-token,Theta Token,THETA,119,0.181945,0.00001728,19913700.0,106998895.0,588083732.0,1000000000.0,,-2.56,-12.8,29.44,1520414058,
salus,SaluS,SLS,120,105.623,0.0100332,98196000.0,106678849.0,1009996.0,1009996.0,,-1.71,61.43,201.48,1520414045,
skycoin,Skycoin,SKY,121,13.8695,0.00131747,570721.0,106202839.0,7657294.0,25000000.0,100000000.0,1.57,-9.02,-18.29,1520414049,
civic,Civic,CVC,122,0.307867,0.00002924,3631010.0,105506010.0,342699966.0,1000000000.0,,-0.83,-11.08,-15.69,1520414051,
zencash,ZenCash,ZEN,123,30.913,0.00293644,979015.0,103934916.0,3362175.0,3362175.0,21000000.0,-0.58,-12.58,-21.07,1520414050,
supernet-unity,SuperNET,UNITY,124,132.792,0.012614,17228.5,103282563.0,777777.0,777777.0,,-0.48,-11.72,-1.92,1520414043,
nav-coin,NavCoin,NAV,125,1.63761,0.00015556,907671.0,102403418.0,62532238.0,62532238.0,,-0.62,-9.45,-12.36,1520414043,
pura,Pura,PURA,126,0.586794,0.00005574,220187.0,101516775.0,173002408.0,179784902.0,350000000.0,1.46,-0.1,-7.03,1520414044,
digitalnote,DigitalNote,XDN,127,0.0147193,0.00000140,4508430.0,101516338.0,6896818307.0,6896818307.0,,-0.68,-10.98,-19.18,1520414042,
storm,Storm,STORM,128,0.0247909,0.00000235,844682.0,101263560.0,4084706883.0,10000000000.0,,0.74,-15.55,-18.94,1520414057,
poet,Po.et,POE,129,0.043304,0.00000411,3148490.0,96862992.0,2236813969.0,3141592653.0,,-0.7,-9.13,-24.89,1520414053,
dynamic-trading-rights,Dynamic Trading Rights,DTR,130,0.0812529,0.00000772,29170.6,96628301.0,1189228953.0,3750000000.0,,-3.94,-0.01,2.99,1520414057,
credits,Credits,CS,131,0.764013,0.00007257,18052700.0,96412394.0,126192086.0,249471071.0,,1.66,-13.06,,1520414060,
substratum,Substratum,SUB,132,0.426216,0.00004049,1717380.0,96363793.0,226091449.0,352000000.0,,0.3,-12.34,-25.22,1520414053,
rlc,iExec RLC,RLC,133,1.18054,0.00011214,1256240.0,94526774.0,80070793.0,86999785.0,,-0.04,-8.95,-27.1,1520414050,
minexcoin,MinexCoin,MNX,134,26.7582,0.00254177,133357.0,92217929.0,3446343.0,5765845.0,19000000.0,-0.85,-5.81,7.24,1520414055,
nuls,Nuls,NULS,135,3.85495,0.00036618,17538100.0,90841443.0,23564882.0,40000000.0,,-0.29,-4.85,38.36,1520414055,
arcblock,Arcblock,ABT,136,0.957801,0.00009098,34851500.0,88382732.0,92276718.0,186000000.0,,0.21,-16.53,-20.34,1520414060,
medishares,MediShares,MDS,137,0.181806,0.00001727,3538470.0,87905357.0,483511857.0,2000000000.0,,-0.99,-13.79,-10.48,1520414057,
high-performance-blockchain,High Performance Blockchain,HPB,138,3.95017,0.00037523,3603370.0,87759347.0,22216600.0,100000000.0,,3.99,-10.47,-27.25,1520414058,
paypie,PayPie,PPP,139,1.03825,0.00009862,94068.2,85655625.0,82500000.0,165000000.0,165000000.0,-0.65,-10.09,-3.64,1520414054,
sophiatx,SophiaTX,SPHTX,140,0.44495,0.00004227,155090.0,85320840.0,191753771.0,350000000.0,,-0.54,-13.3,2.31,1520414057,
achain,Achain,ACT,141,0.28319,0.00002690,5908230.0,84957000.0,300000000.0,1000000000.0,1000000000.0,1.42,-15.81,-27.03,1520414053,
time-new-bank,Time New Bank,TNB,142,0.0375411,0.00000357,4505030.0,84903672.0,2261619182.0,5541877892.0,,-1.11,-17.87,-25.29,1520414056,
asch,Asch,XAS,143,0.881737,0.00008376,1903220.0,82199968.0,93225041.0,114725041.0,,0.28,-12.36,-10.33,1520414050,
xpa,XPA,XPA,144,0.0800127,0.00000760,72509.8,80012700.0,1000000000.0,10000000000.0,,-0.45,-24.06,-34.16,1520414056,
fusion,Fusion,FSN,145,2.89818,0.0002753,666276.0,79955569.0,27588200.0,57344000.0,,-1.63,-6.9,-19.17,1520414059,
blockv,BLOCKv,VEE,146,0.0532988,0.00000506,2065970.0,79680171.0,1494971209.0,3646271241.0,,-1.63,-20.17,-22.52,1520414056,
adx-net,AdEx,ADX,147,1.07524,0.00010214,11017300.0,78955627.0,73430701.0,100000000.0,100000000.0,-1.46,-12.88,-24.59,1520414051,
ethlend,ETHLend,LEND,148,0.0729041,0.00000693,2349260.0,78592988.0,1078032485.0,1299999942.0,,-0.78,-12.01,-30.23,1520414056,
ion,ION,ION,149,3.8656,0.0003672,15183100.0,78077837.0,20198116.0,26098116.0,,2.12,12.55,53.86,1520414046,
medibloc,MediBloc,MED,150,0.0261367,0.00000248,4536170.0,77531491.0,2966384100.0,4097545844.0,10000000000.0,-0.93,-15.39,-15.37,1520414056,
telcoin,Telcoin,TEL,151,0.00290841,0.00000028,568902.0,77497354.0,26645952251.0,100000000000,,3.27,-6.14,-16.86,1520414058,
bridgecoin,BridgeCoin,BCO,152,2.85157,0.00027087,39947.6,76992390.0,27000000.0,27000000.0,27000000.0,-0.55,-8.01,-40.76,1520414055,
simple-token,Simple Token,OST,153,0.260013,0.00002470,3199460.0,75015680.0,288507420.0,800000000.0,,-0.89,-15.48,2.34,1520414057,
oyster,Oyster,PRL,154,1.04042,0.00009883,1191940.0,74147535.0,71266926.0,98592692.0,,-0.96,-14.43,-24.67,1520414056,
red-pulse,Red Pulse,RPX,155,0.135476,0.00001287,2608300.0,73610681.0,543348500.0,1358371250.0,,-0.89,-16.79,-30.36,1520414055,
experience-points,Experience Points,XP,156,0.000336462,0.00000003,202258.0,73140845.0,217382186940,252382171402,,-1.93,-8.16,-29.5,1520414047,
edgeless,Edgeless,EDG,157,0.888078,0.00008436,1047860.0,72863493.0,82046276.0,132046997.0,,-0.8,-6.51,-4.45,1520414049,
quantum-resistant-ledger,Quantum Resistant Ledger,QRL,158,1.36948,0.00013009,1333800.0,71212960.0,52000000.0,65000000.0,105000000.0,-0.31,-6.06,17.16,1520414050,
bluzelle,Bluzelle,BLZ,159,0.427273,0.00004059,5998700.0,70500045.0,165000000.0,500000000.0,,-0.86,-12.45,-23.79,1520414059,
agoras-tokens,Agoras Tokens,AGRS,160,1.67671,0.00015927,5393390.0,70406698.0,41990981.0,41990981.0,42000000.0,-1.17,-7.0,6.69,1520414045,
c20,CRYPTO20,C20,161,1.77023,0.00016815,5059990.0,69870286.0,39469609.0,40656082.0,,-1.24,-9.7,-11.79,1520414058,
library-credit,LBRY Credits,LBC,162,0.456893,0.00004340,1171710.0,69695201.0,152541626.0,527441629.0,,-0.47,-6.89,21.73,1520414046,
dew,DEW,DEW,163,0.670137,0.00006366,274723.0,69187995.0,103244553.0,200000000.0,,-3.46,-19.99,-31.48,1520414056,
bitbay,BitBay,BAY,164,0.0682274,0.00000648,859333.0,68914920.0,1010076886.0,1010076886.0,,-0.45,-8.58,-6.46,1520414043,
melon,Melon,MLN,165,114.557,0.0108818,915013.0,68665466.0,599400.0,749400.0,,-0.82,-13.69,0.55,1520414049,
poa-network,POA Network,POA,166,0.387562,0.00003681,3714600.0,68490949.0,176722560.0,252193195.0,,-0.61,-11.76,,1520414060,
ripio-credit-network,Ripio Credit Network,RCN,167,0.140125,0.00001331,9358740.0,68483713.0,488733009.0,999942647.0,,0.32,-8.83,0.85,1520414055,
iot-chain,IoT Chain,ITC,168,1.37688,0.00013079,9228230.0,66919988.0,48602629.0,100000000.0,,-0.63,-21.73,-35.03,1520414056,
vibe,VIBE,VIBE,169,0.33269,0.00003160,2382900.0,66509358.0,199913907.0,267000000.0,,-0.94,-13.43,-19.21,1520414053,
eidoo,Eidoo,EDO,170,2.2638,0.00021504,1424430.0,66242096.0,29261461.0,90208328.0,,-0.36,-9.32,-13.19,1520414054,
wings,Wings,WINGS,171,0.73786,0.00007009,4334350.0,66192191.0,89708333.0,100000000.0,,-1.4,-1.1,2.33,1520414048,
amber,Ambrosus,AMB,172,0.457595,0.00004347,1392940.0,66164107.0,144590975.0,361477438.0,,-1.53,-14.25,-8.93,1520414055,
cloakcoin,CloakCoin,CLOAK,173,12.9691,0.00123194,5164550.0,66156861.0,5101114.0,5101114.0,,1.09,-12.85,22.08,1520414042,
spankchain,SpankChain,SPANK,174,0.219036,0.00002081,674881.0,65720303.0,300043386.0,1000000000.0,,1.72,-13.3,22.11,1520414056,
peercoin,Peercoin,PPC,175,2.65323,0.00025203,1009410.0,65386504.0,24644115.0,24644115.0,,-0.59,-11.18,-15.14,1520414040,
bibox-token,Bibox Token,BIX,176,0.610007,0.00005794,4436430.0,64281358.0,105378066.0,271520349.0,,-1.07,-11.88,-20.92,1520414057,
sonm,SONM,SNM,177,0.176051,0.00001672,919491.0,63307940.0,359600000.0,444000000.0,,-0.05,-10.03,-21.34,1520414050,
deepbrain-chain,DeepBrain Chain,DBC,178,0.0702566,0.00000667,8079520.0,63230940.0,900000000.0,10000000000.0,10000000000.0,-0.9,-12.21,-13.73,1520414057,
wagerr,Wagerr,WGR,179,0.345035,0.00003277,57277.3,63141405.0,183000000.0,198360471.0,200000000.0,-1.01,-5.94,-11.08,1520414051,
mobilego,MobileGo,MGO,180,0.642098,0.00006099,286025.0,62944146.0,98028877.0,100000000.0,,-0.17,23.9,8.6,1520414050,
spacechain,SpaceChain,SPC,181,0.122118,0.00001160,662316.0,62889757.0,514991707.0,1000000000.0,,0.88,-12.65,-36.27,1520414058,
viacoin,Viacoin,VIA,182,2.73093,0.00025941,3002230.0,62795653.0,22994237.0,22994237.0,23000000.0,12.68,4.95,4.65,1520414043,
burst,Burst,BURST,183,0.0339978,0.00000323,905596.0,61207593.0,1800339818.0,1800339818.0,2158812800.0,-0.89,-12.2,-12.17,1520414044,
data,DATA,DTA,184,0.0142934,0.00000136,6538260.0,60808937.0,4254336773.0,11500000000.0,,0.59,-17.83,-24.72,1520414059,
